t_s,v_in,v_out
0.0064016004001000255,0.0,0.0
0.006451612903225807,0.0,0.0
0.006501625406351588,0.0,0.0
0.00655163790947737,0.0,0.0
0.006601650412603151,0.0,0.0
0.006651662915728933,0.0,0.0
0.006701675418854715,0.0,0.0
0.0067516879219804956,0.0,0.0
0.006801700425106277,0.0,0.0
0.006851712928232058,0.0,0.0
0.00690172543135784,0.0,0.0
0.006951737934483621,0.0,0.0
0.007001750437609403,0.0,0.0
0.007051762940735185,0.0,0.0
0.007101775443860966,0.0,0.0
0.007151787946986747,0.0,0.0
0.007201800450112528,0.0,0.0
0.00725181295323831,0.0,0.0
0.007301825456364092,0.0,0.0
0.007351837959489873,0.0,0.0
0.007401850462615655,0.0,0.0
0.007451862965741436,0.0,0.0
0.0075018754688672175,0.0,0.0
0.007551887971992998,0.0,0.0
0.00760190047511878,0.0,0.0
0.007651912978244562,0.0,0.0
0.007701925481370343,0.0,0.0
0.007751937984496125,0.0,0.0
0.007801950487621906,0.0,0.0
0.007851962990747688,0.0,0.0
0.007901975493873468,0.0,0.0
0.007951987996999251,0.0,0.0
0.008002000500125032,0.0,0.0
0.008052013003250813,0.0,0.0
0.008102025506376594,0.0,0.0
0.008152038009502377,0.0,0.0
0.008202050512628158,0.0,0.0
0.008252063015753939,0.0,0.0
0.008302075518879721,0.0,0.0
0.008352088022005502,0.0,0.0
0.008402100525131283,0.0,0.0
0.008452113028257066,0.0,0.0
0.008502125531382847,0.0,0.0
0.008552138034508628,0.0,0.0
0.008602150537634409,0.0,0.0
0.008652163040760191,0.0,0.0
0.008702175543885972,0.0,0.0
0.008752188047011753,0.0,0.0
0.008802200550137536,0.0,0.0
0.008852213053263317,0.0,0.0
0.008902225556389098,0.0,0.0
0.008952238059514879,0.0,0.0
0.009002250562640661,0.0,0.0
0.009052263065766442,0.0,0.0
0.009102275568892223,0.0,0.0
0.009152288072018006,0.0,0.0
0.009202300575143787,0.0,0.0
0.009252313078269568,0.0,0.0
0.009302325581395349,0.0,0.0
0.009352338084521131,0.0,0.0
0.009402350587646912,0.0,0.0
0.009452363090772693,0.0,0.0
0.009502375593898476,0.0,0.0
0.009552388097024257,0.0,0.0
0.009602400600150038,0.0,0.0
0.00965241310327582,0.0,0.0
0.009702425606401601,0.0,0.0
0.009752438109527382,0.0,0.0
0.009802450612653163,0.0,0.0
0.009852463115778946,0.0,0.0
0.009902475618904727,0.0,0.0
0.009952488122030508,0.0,0.0
0.01000250062515629,0.0001,0.0014960178972757937
0.010052513128282071,0.0001,0.0039056815564016576
0.010102525631407852,0.0001,0.005630720189256975
0.010152538134533633,0.0001,0.006865245151367771
0.010202550637659416,0.0001,0.007748331713364934
0.010252563140785197,0.0001,0.008379623354782054
0.010302575643910978,0.0001,0.008830511797199712
0.01035258814703676,0.0001,0.009152147180337201
0.010402600650162542,0.0001,0.009381177125630613
0.010452613153288322,0.0001,0.00954385861222362
0.010502625656414105,0.0001,0.00965900401928491
0.010552638159539886,0.0001,0.00974009188162328
0.010602650662665667,0.0001,0.009796779186113356
0.010652663165791448,0.0001,0.009835984889116023
0.01070267566891723,0.0001,0.0098626662259244
0.010752688172043012,0.0001,0.00988037491442473
0.010802700675168793,0.0001,0.009891655659216101
0.010852713178294575,0.0001,0.009898331668489628
0.010902725681420356,0.0001,0.009901709218760006
0.010952738184546137,0.0001,0.009902724219683455
0.011002750687671918,0.0001,0.00990204722358542
0.0110527631907977,0.0001,0.009900158661803578
0.011102775693923482,0.0001,0.009897402749389921
0.011152788197049263,0.0001,0.0098940261062982
0.011202800700175045,0.0001,0.009890205428367408
0.011252813203300826,0.0001,0.009886067312795238
0.011302825706426607,0.0001,0.009881702462526494
0.01135283820955239,0.0001,0.009877175863293826
0.01140285071267817,0.0001,0.009872534075178256
0.011452863215803952,0.0001,0.009867810456805097
0.011502875718929733,0.0001,0.00986302890833193
0.011552888222055515,0.0001,0.009858206553193105
0.011602900725181296,0.0001,0.009853355659493516
0.011652913228307077,0.0001,0.009848485016632614
0.01170292573143286,0.0001,0.009843600921616421
0.01175293823455864,0.0001,0.00983870788572206
0.011802950737684422,0.0001,0.009833809140802804
0.011852963240810203,0.0001,0.009828907002041268
0.011902975743935985,0.0001,0.009824003127851763
0.011952988247061766,0.0001,0.009819098706092934
0.012003000750187547,0.0001,0.009814194587483846
0.01205301325331333,0.0001,0.009809291381192806
0.012103025756439111,0.0001,0.009804389523324032
0.012153038259564892,0.0001,0.009799489325986422
0.012203050762690673,0.0001,0.009794591012449921
0.012253063265816455,0.0001,0.009789694742334067
0.012303075768942236,0.0001,0.009784800629654849
0.012353088272068017,0.0001,0.009779908755754798
0.0124031007751938,0.0001,0.009775019178567006
0.012453113278319581,0.0001,0.009770131939252542
0.012503125781445362,0.0001,0.00976524706695597
0.012553138284571145,0.0001,0.009760364582212544
0.012603150787696926,0.0001,0.009755484499389363
0.012653163290822706,0.0001,0.009750606828434396
0.012703175793948487,0.0001,0.009745731576129592
0.01275318829707427,0.0001,0.009740858746988724
0.012803200800200051,0.0001,0.009735988343900645
0.012853213303325832,0.0001,0.009731120368590173
0.012903225806451615,0.0001,0.0097262548219483
0.012953238309577396,0.0001,0.009721391704268785
0.013003250812703177,0.0001,0.009716531015417649
0.013053263315828957,0.0001,0.009711672754954622
0.01310327581895474,0.0001,0.00970681692222017
0.013153288322080521,0.0001,0.009701963516397823
0.013203300825206302,0.0001,0.009697112536558847
0.013253313328332085,0.0001,0.009692263981694248
0.013303325831457866,0.0001,0.009687417850737696
0.013353338334583647,0.0001,0.00968257414258195
0.01340335083770943,0.0001,0.00967773285609064
0.01345336334083521,0.0001,0.009672893990106688
0.013503375843960991,0.0001,0.009668057543458354
0.013553388347086772,0.0001,0.009663223514963563
0.013603400850212555,0.0001,0.009658391903433011
0.013653413353338336,0.0001,0.009653562707672382
0.013703425856464117,0.0001,0.009648735926483933
0.0137534383595899,0.0001,0.009643911558667655
0.01380345086271568,0.0001,0.009639089603022072
0.013853463365841461,0.0001,0.009634270058344828
0.013903475868967242,0.0001,0.009629452923433115
0.013953488372093025,0.0001,0.009624638197083967
0.014003500875218806,0.0001,0.009619825878094472
0.014053513378344587,0.0001,0.009615015965261936
0.01410352588147037,0.0001,0.009610208457383987
0.01415353838459615,0.0001,0.00960540335325865
0.014203550887721931,0.0001,0.009600600651684412
0.014253563390847712,0.0001,0.009595800351460258
0.014303575893973495,0.0001,0.009591002451385694
0.014353588397099276,0.0001,0.009586206950260781
0.014403600900225057,0.0001,0.009581413846886142
0.01445361340335084,0.0001,0.009576623140062966
0.01450362590647662,0.0001,0.009571834828593027
0.014553638409602401,0.0001,0.009567048911278686
0.014603650912728184,0.0001,0.00956226538692289
0.014653663415853965,0.0001,0.009557484254329174
0.014703675918979746,0.0001,0.009552705512301673
0.014753688422105527,0.0001,0.009547929159645115
0.01480370092523131,0.0001,0.009543155195164818
0.01485371342835709,0.0001,0.009538383617666698
0.014903725931482871,0.0001,0.00953361442595727
0.014953738434608654,0.0001,0.00952884761884364
0.015003750937734435,0.0001,0.009524083195133513
0.015053763440860216,0.0001,0.009519321153635187
0.015103775943985997,0.0001,0.00951456149315756
0.01515378844711178,0.0001,0.009509804212510119
0.01520380095023756,0.0001,0.009505049310502953
0.015253813453363341,0.0001,0.00950029678594674
0.015303825956489124,0.0001,0.009495546637652754
0.015353838459614905,0.0001,0.009490798864432866
0.015403850962740686,0.0001,0.009486053465099538
0.015453863465866469,0.0001,0.009481310438465826
0.01550387596899225,0.0001,0.009476569783345384
0.01555388847211803,0.0001,0.009471831498552448
0.015603900975243811,0.0001,0.009467095582901864
0.015653913478369592,0.0001,0.009462362035209053
0.015703925981495375,0.0001,0.00945763085429004
0.015753938484621158,0.0001,0.009452902038961436
0.015803950987746937,0.0001,0.009448175588040448
0.01585396349087272,0.0001,0.009443451500344872
0.015903975993998502,0.0001,0.00943872977469309
0.01595398849712428,0.0001,0.009434010409904088
0.016004001000250064,0.0001,0.009429293404797432
0.016054013503375847,0.0001,0.00942457875819328
0.016104026006501626,0.0001,0.00941986646891238
0.01615403850962741,0.0001,0.009415156535776072
0.016204051012753188,0.0001,0.009410448957606284
0.01625406351587897,0.0001,0.00940574373322553
0.016304076019004753,0.0001,0.009401040861456919
0.016354088522130533,0.0001,0.009396340341124142
0.016404101025256315,0.0001,0.009391642171051482
0.016454113528382098,0.0001,0.00938694635006381
0.016504126031507877,0.0001,0.009382252876986585
0.01655413853463366,0.0001,0.009377561750645849
0.016604151037759442,0.0001,0.009372872969868232
0.01665416354088522,0.0001,0.009368186533480956
0.016704176044011004,0.0001,0.009363502440311824
0.016754188547136787,0.0001,0.00935882068918923
0.016804201050262566,0.0001,0.009354141278942149
0.01685421355338835,0.0001,0.009349464208400141
0.01690422605651413,0.0001,0.009344789476393356
0.01695423855963991,0.0001,0.009340117081752525
0.017004251062765693,0.0001,0.009335447023308966
0.017054263565891473,0.0001,0.00933077929989458
0.017104276069017255,0.0001,0.009326113910341851
0.017154288572143038,0.0001,0.009321450853483852
0.017204301075268817,0.0001,0.009316790128154234
0.0172543135783946,0.0001,0.00931213173318723
0.017304326081520383,0.0001,0.009307475667417664
0.017354338584646162,0.0001,0.00930282192968093
0.017404351087771944,0.0001,0.00929817051881302
0.017454363590897727,0.0001,0.009293521433650493
0.017504376094023506,0.0001,0.009288874673030498
0.01755438859714929,0.0001,0.009284230235790768
0.01760440110027507,0.0001,0.009279588120769608
0.01765441360340085,0.0001,0.009274948326805909
0.017704426106526634,0.0001,0.009270310852739145
0.017754438609652416,0.0001,0.009265675697409364
0.017804451112778195,0.0001,0.009261042859657202
0.017854463615903978,0.0001,0.009256412338323868
0.017904476119029757,0.0001,0.00925178413225115
0.01795448862215554,0.0001,0.009247158240281422
0.018004501125281323,0.0001,0.00924253466125763
0.018054513628407102,0.0001,0.0092379133940233
0.018104526131532885,0.0001,0.009233294437422542
0.018154538634658667,0.0001,0.009228677790300037
0.018204551137784446,0.0001,0.00922406345150104
0.01825456364091023,0.0001,0.009219451419871398
0.018304576144036012,0.0001,0.009214841694257521
0.01835458864716179,0.0001,0.009210234273506404
0.018404601150287574,0.0001,0.009205629156465615
0.018454613653413356,0.0001,0.009201026341983299
0.018504626156539136,0.0001,0.009196425828908176
0.018554638659664918,0.0001,0.00919182761608954
0.018604651162790697,0.0001,0.009187231702377268
0.01865466366591648,0.0001,0.009182638086621803
0.018704676169042263,0.0001,0.009178046767674171
0.018754688672168042,0.0001,0.009173457744385962
0.018804701175293825,0.0001,0.00916887101560935
0.018854713678419607,0.0001,0.009164286580197079
0.018904726181545387,0.0001,0.009159704437002465
0.01895473868467117,0.0001,0.0091551245848794
0.019004751187796952,0.0001,0.009150547022682351
0.01905476369092273,0.0001,0.009145971749266351
0.019104776194048514,0.0001,0.009141398763487013
0.019154788697174296,0.0001,0.009136828064200514
0.019204801200300076,0.0001,0.009132259650263614
0.01925481370342586,0.0001,0.009127693520533633
0.01930482620655164,0.0001,0.00912312967386847
0.01935483870967742,0.0001,0.009118568109126594
0.019404851212803203,0.0001,0.00911400882516704
0.019454863715928982,0.0001,0.009109451820849417
0.019504876219054765,0.0001,0.009104897095033907
0.019554888722180547,0.0001,0.009100344646581255
0.019604901225306327,0.0001,0.009095794474352785
0.01965491372843211,0.0001,0.00909124657721038
0.019704926231557892,0.0001,0.009086700954016497
0.01975493873468367,0.0001,0.009082157603634166
0.019804951237809454,0.0001,0.009077616524926979
0.019854963740935237,0.0001,0.009073077716759097
0.019904976244061016,0.0001,0.009068541177995253
0.0199549887471868,0.0001,0.009064006907500742
0.02000500125031258,0.0001,0.009059474904141433
0.02005501375343836,0.0001,0.009054945166783755
0.020105026256564143,0.0001,0.00905041769429471
0.020155038759689926,0.0001,0.009045892485541862
0.020205051262815705,0.0001,0.009041369539393343
0.020255063765941488,0.0001,0.00903684885471785
0.020305076269067267,0.0001,0.00903233043038465
0.02035508877219305,0.0001,0.009027814265263567
0.020405101275318832,0.0001,0.009023300358225
0.02045511377844461,0.0001,0.009018788708139904
0.020505126281570394,0.0001,0.009014279313879802
0.020555138784696177,0.0001,0.009009772174316784
0.020605151287821956,0.0001,0.009005267288323501
0.02065516379094774,0.0001,0.009000764654773168
0.02070517629407352,0.0001,0.00899626427253956
0.0207551887971993,0.0001,0.008991766140497027
0.020805201300325083,0.0001,0.008987270257520465
0.020855213803450866,0.0001,0.008982776622485346
0.020905226306576645,0.0001,0.008978285234267696
0.020955238809702428,0.0001,0.008973796091744111
0.02100525131282821,0.0001,0.00896930919379174
0.02105526381595399,0.0001,0.008964824539288298
0.021105276319079772,0.0001,0.008960342127112062
0.02115528882220555,0.0001,0.008955861956141866
0.021205301325331334,0.0001,0.008951384025257109
0.021255313828457117,0.0001,0.008946908333337748
0.021305326331582896,0.0001,0.008942434879264298
0.02135533883470868,0.0001,0.008937963661917838
0.02140535133783446,0.0001,0.008933494680180008
0.02145536384096024,0.0001,0.008929027932932997
0.021505376344086023,0.0001,0.008924563419059567
0.021555388847211806,0.0001,0.008920101137443025
0.021605401350337585,0.0001,0.008915641086967244
0.021655413853463368,0.0001,0.008911183266516654
0.02170542635658915,0.0001,0.008906727674976243
0.02175543885971493,0.0001,0.008902274311231556
0.021805451362840712,0.0001,0.008897823174168696
0.021855463865966495,0.0001,0.00889337426267432
0.021905476369092274,0.0001,0.008888927575635645
0.021955488872218057,0.0001,0.008884483111940443
0.022005501375343836,0.0001,0.008880040870477043
0.02205551387846962,0.0001,0.008875600850134328
0.0221055263815954,0.0001,0.008871163049801739
0.02215553888472118,0.0001,0.008866727468369267
0.022205551387846963,0.0001,0.008862294104727468
0.022255563890972746,0.0001,0.008857862957767445
0.022305576394098525,0.0001,0.008853434026380853
0.022355588897224308,0.0001,0.00884900730945991
0.02240560140035009,0.0001,0.008844582805897378
0.02245561390347587,0.0001,0.008840160514586583
0.022505626406601652,0.0001,0.008835740434421398
0.022555638909727435,0.0001,0.008831322564296251
0.022605651412853214,0.0001,0.008826906903106118
0.022655663915978997,0.0001,0.008822493449746538
0.02270567641910478,0.0001,0.008818082203113586
0.02275568892223056,0.0001,0.008813673162103908
0.02280570142535634,0.0001,0.008809266325614688
0.02285571392848212,0.0001,0.008804861692543667
0.022905726431607903,0.0001,0.008800459261789136
0.022955738934733686,0.0001,0.008796059032249936
0.023005751437859465,0.0001,0.008791661002825458
0.023055763940985248,0.0001,0.008787265172415648
0.02310577644411103,0.0001,0.008782871539920996
0.02315578894723681,0.0001,0.008778480104242547
0.023205801450362593,0.0001,0.008774090864281893
0.023255813953488375,0.0001,0.00876970381894117
0.023305826456614154,0.0001,0.008765318967123075
0.023355838959739937,0.0001,0.008760936307730841
0.02340585146286572,0.0001,0.00875655583966826
0.0234558639659915,0.0001,0.008752177561839661
0.02350587646911728,0.0001,0.008747801473149934
0.02355588897224306,0.0001,0.008743427572504505
0.023605901475368844,0.0001,0.008739055858809353
0.023655913978494626,0.0001,0.008734686330971003
0.023705926481620405,0.0001,0.008730318987896526
0.023755938984746188,0.0001,0.00872595382849354
0.02380595148787197,0.0001,0.008721590851670211
0.02385596399099775,0.0001,0.00871723005633525
0.023905976494123533,0.0001,0.008712871441397908
0.023955988997249315,0.0001,0.008708515005767992
0.024006001500375095,0.0001,0.008704160748355843
0.024056014003500877,0.0001,0.008699808668072358
0.02410602650662666,0.0001,0.008695458763828968
0.02415603900975244,0.0001,0.008691111034537654
0.024206051512878222,0.0001,0.00868676547911094
0.024256064016004004,0.0001,0.008682422096461893
0.024306076519129784,0.0001,0.008678080885504128
0.024356089022255566,0.0001,0.008673741845151794
0.024406101525381346,0.0001,0.008669404974319592
0.024456114028507128,0.0001,0.008665070271922762
0.02450612653163291,0.0001,0.008660737736877085
0.02455613903475869,0.0001,0.008656407368098886
0.024606151537884473,0.0001,0.008652079164505031
0.024656164041010255,0.0001,0.008647753125012926
0.024706176544136035,0.0001,0.008643429248540523
0.024756189047261817,0.0001,0.008639107534006311
0.0248062015503876,0.0001,0.00863478798032932
0.02485621405351338,0.0001,0.008630470586429123
0.024906226556639162,0.0001,0.008626155351225831
0.024956239059764945,0.0001,0.008621842273640096
0.025006251562890724,0.0001,0.008617531352593109
0.025056264066016506,0.0001,0.0086132225870066
0.02510627656914229,0.0001,0.00860891597580284
0.02515628907226807,0.0001,0.008604611517904637
0.02520630157539385,0.0001,0.00860030921223534
0.02525631407851963,0.0001,0.008596009057718833
0.025306326581645413,0.0001,0.008591711053279537
0.025356339084771196,0.0001,0.008587415197842417
0.025406351587896975,0.0001,0.008583121490332971
0.025456364091022757,0.0001,0.008578829929677234
0.02550637659414854,0.0001,0.008574540514801781
0.02555638909727432,0.0001,0.008570253244633721
0.025606401600400102,0.0001,0.0085659681181007
0.025656414103525885,0.0001,0.0085616851341309
0.025706426606651664,0.0001,0.008557404291653041
0.025756439109777447,0.0001,0.008553125589596375
0.02580645161290323,0.0001,0.008548849026890695
0.02585646411602901,0.0001,0.008544574602466323
0.02590647661915479,0.0001,0.008540302315254118
0.025956489122280574,0.0001,0.008536032164185475
0.026006501625406353,0.0001,0.008531764148192322
0.026056514128532136,0.0001,0.00852749826620712
0.026106526631657915,0.0001,0.008523234517162867
0.026156539134783698,0.0001,0.00851897289999309
0.02620655163790948,0.0001,0.008514713413631856
0.02625656414103526,0.0001,0.008510456057013756
0.026306576644161042,0.0001,0.008506200829073923
0.026356589147286825,0.0001,0.008501947728748014
0.026406601650412604,0.0001,0.008497696754972224
0.026456614153538387,0.0001,0.008493447906683278
0.02650662665666417,0.0001,0.008489201182818432
0.02655663915978995,0.0001,0.008484956582315474
0.02660665166291573,0.0001,0.008480714104112724
0.026656664166041514,0.0001,0.00847647374714903
0.026706676669167293,0.0001,0.008472235510363774
0.026756689172293076,0.0001,0.008467999392696868
0.02680670167541886,0.0001,0.008463765393088749
0.026856714178544638,0.0001,0.008459533510480392
0.02690672668167042,0.0001,0.008455303743813295
0.0269567391847962,0.0001,0.008451076092029485
0.027006751687921982,0.0001,0.008446850554071524
0.027056764191047765,0.0001,0.008442627128882498
0.027106776694173544,0.0001,0.008438405815406023
0.027156789197299327,0.0001,0.008434186612586242
0.02720680170042511,0.0001,0.008429969519367827
0.02725681420355089,0.0001,0.008425754534695979
0.02730682670667667,0.0001,0.008421541657516421
0.027356839209802454,0.0001,0.00841733088677541
0.027406851712928233,0.0001,0.008413122221419727
0.027456864216054016,0.0001,0.008408915660396674
0.0275068767191798,0.0001,0.00840471120265409
0.027556889222305578,0.0001,0.008400508847140335
0.02760690172543136,0.0001,0.008396308592804292
0.027656914228557143,0.0001,0.008392110438595373
0.027706926731682922,0.0001,0.008387914383463514
0.027756939234808705,0.0001,0.00838372042635918
0.027806951737934484,0.0001,0.008379528566233353
0.027856964241060267,0.0001,0.008375338802037545
0.02790697674418605,0.0001,0.008371151132723792
0.02795698924731183,0.0001,0.008366965557244652
0.02800700175043761,0.0001,0.008362782074553208
0.028057014253563394,0.0001,0.008358600683603066
0.028107026756689173,0.0001,0.008354421383348354
0.028157039259814956,0.0001,0.008350244172743727
0.02820705176294074,0.0001,0.00834606905074436
0.028257064266066518,0.0001,0.008341896016305946
0.0283070767691923,0.0001,0.00833772506838471
0.028357089272318083,0.0001,0.00833355620593739
0.028407101775443862,0.0001,0.008329389427921252
0.028457114278569645,0.0001,0.008325224733294079
0.028507126781695424,0.0001,0.008321062121014175
0.028557139284821207,0.0001,0.008316901590040365
0.02860715178794699,0.0001,0.008312743139332002
0.02865716429107277,0.0001,0.008308586767848949
0.02870717679419855,0.0001,0.008304432474551595
0.028757189297324334,0.0001,0.008300280258400846
0.028807201800450113,0.0001,0.008296130118358128
0.028857214303575896,0.0001,0.008291982053385388
0.02890722680670168,0.0001,0.008287836062445092
0.028957239309827458,0.0001,0.008283692144500225
0.02900725181295324,0.0001,0.008279550298514285
0.029057264316079023,0.0001,0.008275410523451295
0.029107276819204803,0.0001,0.008271272818275794
0.029157289322330585,0.0001,0.008267137181952836
0.029207301825456368,0.0001,0.008263003613447997
0.029257314328582147,0.0001,0.008258872111727367
0.02930732683170793,0.0001,0.008254742675757555
0.02935733933483371,0.0001,0.008250615304505684
0.02940735183795949,0.0001,0.008246489996939397
0.029457364341085274,0.0001,0.00824236675202685
0.029507376844211054,0.0001,0.008238245568736716
0.029557389347336836,0.0001,0.008234126446038183
0.02960740185046262,0.0001,0.00823000938290096
0.029657414353588398,0.0001,0.008225894378295259
0.02970742685671418,0.0001,0.008221781431191821
0.029757439359839963,0.0001,0.008217670540561888
0.029807451862965743,0.0001,0.00821356170537723
0.029857464366091525,0.0001,0.00820945492461012
0.029907476869217308,0.0001,0.008205350197233353
0.029957489372343087,0.0001,0.008201247522220229
0.03000750187546887,0.0001,0.008197146898544571
0.030057514378594653,0.0001,0.008193048325180707
0.030107526881720432,0.0001,0.008188951801103482
0.030157539384846214,0.0001,0.008184857325288255
0.030207551887971994,0.0001,0.008180764896710891
0.030257564391097776,0.0001,0.008176674514347773
0.03030757689422356,0.0001,0.008172586177175794
0.030357589397349338,0.0001,0.00816849988417236
0.03040760190047512,0.0001,0.008164415634315383
0.030457614403600904,0.0001,0.008160333426583294
0.030507626906726683,0.0001,0.008156253259955025
0.030557639409852465,0.0001,0.00815217513341003
0.030607651912978248,0.0001,0.008148099045928265
0.030657664416104027,0.0001,0.0081440249964902
0.03070767691922981,0.0001,0.00813995298407681
0.030757689422355593,0.0001,0.008135883007669584
0.030807701925481372,0.0001,0.00813181506625052
0.030857714428607155,0.0001,0.008127749158802123
0.030907726931732937,0.0001,0.008123685284307406
0.030957739434858716,0.0001,0.008119623441749897
0.0310077519379845,0.0001,0.008115563630113622
0.03105776444111028,0.0001,0.008111505848383124
0.03110777694423606,0.0001,0.008107450095543449
0.031157789447361844,0.0001,0.00810339637058015
0.031207801950487623,0.0001,0.008099344672479292
0.031257814453613406,0.0001,0.008095295000227444
0.031307826956739185,0.0001,0.008091247352811677
0.03135783945986497,0.0001,0.008087201729219576
0.03140785196299075,0.0001,0.008083158128439228
0.03145786446611653,0.0001,0.008079116549459229
0.031507876969242316,0.0001,0.008075076991268679
0.031557889472368095,0.0001,0.00807103945285718
0.031607901975493874,0.0001,0.008067003933214847
0.03165791447861966,0.0001,0.008062970431332292
0.03170792698174544,0.0001,0.008058938946200637
0.03175793948487122,0.0001,0.008054909476811502
0.031807951987997005,0.0001,0.008050882022157025
0.031857964491122784,0.0001,0.008046856581229831
0.03190797699424856,0.0001,0.008042833153023059
0.03195798949737435,0.0001,0.008038811736530345
0.03200800200050013,0.0001,0.008034792330745841
0.03205801450362591,0.0001,0.008030774934664184
0.032108027006751694,0.0001,0.008026759547280526
0.03215803950987747,0.0001,0.00802274616759052
0.03220805201300325,0.0001,0.008018734794590317
0.03225806451612903,0.0001,0.00801472542727657
0.03230807701925482,0.0001,0.008010718064646441
0.0323580895223806,0.0001,0.008006712705697583
0.032408102025506376,0.0001,0.008002709349428158
0.03245811452863216,0.0001,0.007998707994836826
0.03250812703175794,0.0001,0.00799470864092275
0.03255813953488372,0.0001,0.00799071128668559
0.03260815203800951,0.0001,0.007986715931125503
0.032658164541135286,0.0001,0.007982722573243157
0.032708177044261065,0.0001,0.00797873121203971
0.03275818954738685,0.0001,0.007974741846516822
0.03280820205051263,0.0001,0.007970754475676656
